,Title,Listed count,Author
1128,July's People,2.0,Nadine Gordimer
1129,"If Not Now, When?",2.0,Primo Levi
1130,LaBrava,2.0,Elmore Leonard
1131,The Christmas Oratorio,2.0,Göran Tunström
1132,Flaubert's Parrot,2.0,Julian Barnes
1133,Simon and the Oaks,2.0,Marianne Fredriksson
1134,The Old Devils,2.0,Kingsley Amis
1135,Of Love and Shadows,2.0,Isabel Allende
1136,The Radiant Way,2.0,Margaret Drabble
1137,The Swimming-Pool Library,2.0,Alan Hollinghurst
1138,Wittgenstein's Mistress,2.0,David Markson
1139,Foucault's Pendulum,2.0,Umberto Eco
1140,Like Water For Chocolate,2.0,Laura Esquivel
1141,The Buddha of Suburbia,2.0,Hanif Kureishi
1142,Mao II,2.0,Don DeLillo
1143,Smilla's Sense of Snow: A Novel,2.0,Peter Høeg
1144,Written on the Body,2.0,Jeanette Winterson
1145,The Discovery of Heaven,2.0,Harry Mulisch
1146,"How Late It Was, How Late",2.0,James Kelman
1147,The Reader,2.0,Bernhard Schlink
1148,The Unconsoled,2.0,Kazuo Ishiguro
1149,Fugitive Pieces,2.0,Anne Michaels
1150,The Elementary Particles,2.0,Michel Houellebecq
1151,Fear and Trembling,2.0,Soren Kierkegaard
1152,Bartleby & Co,2.0,Enrique Vila-Matas
1153,Platform,2.0,Michel Houellebecq
1154,Vernon God Little,2.0,DBC Pierre
1155,A Tale of Love and Darkness,2.0,Amos Oz
1156,Your Face Tomorrow: Fever and Spear,2.0,Javier Marías
1157,Your Face Tomorrow: Dance and dream,2.0,Javier Marías
1158,"Your Face Tomorrow: Poison, Shadow and Farewell",2.0,Javier Marías
1159,The Sea,2.0,John Banville
1160,The Gathering,2.0,Anne Enright
1161,1Q84,2.0,Haruki Murakami
1162,There But For The,2.0,Ali Smith
1163,The Art of Fielding,2.0,Chad Harbach
1164,Cold Sassy Tree,2.0,Olive Ann Burns
1165,Sula,2.0,Toni Morrison
1166,Time and Again,2.0,Jack Finney
1167,The Shell Seekers,2.0,Rosamunde Pilcher
1168,The Prince of Tides,2.0,Pat Conroy
1169,Hawaii,2.0,James Albert Michener
1170,Collected Works of Edna St. Vincent Millay,2.0,Edna St. Vincent Millay
1171,Letters to a Young Poet,2.0,Rainer Maria Rilke
1172,The Selected Works of Cesare Pavese,2.0,Cesare Pavese
1173,The Maias: Episodes from Romantic Life,2.0,Eça de Queirós
1174,The Abolition of Man,2.0,C. S. Lewis
1175,The Constitution of Liberty,2.0,Friedrich von Hayek
1176,Capitalism and Freedom,2.0,Milton Friedman
1177,Modern Times,2.0,Paul Johnson
1178,"Capitalism, Socialism, and Democracy",2.0,Joseph A. Schumpeter
1179,Witness,2.0,Whittaker Chambers
1180,The Quest for Community,2.0,Robert Nisbet
1181,Up in the Old Hotel,2.0,Joseph Mitchell
1182,The Myth of Sisyphus,2.0,Albert Camus
1183,The Joy of Cooking,2.0,Irma S. Rombauer
1184,The Age of Reform,2.0,Richard Hofstadter
1185,An American Dilemma,2.0,Gunnar Myrdal
1186,Main Currents in American Thought,2.0,Vernon L Parrington
1187,The Waning of the Middle Ages,2.0,Johan Huizinga
1188,Being and Time,2.0,Martin Heidegger
1189,The Hedgehog and the Fox,2.0,Isaiah Berlin
1190,"Roll, Jordan, Roll",2.0,Eugene Genovese
1191,The Conservative Mind,2.0,Russell Kirk
1192,Essays of E. B. White,2.0,E. B. White
1193,A Lost Lady,2.0,Willa Cather
1194,Uncle Vanya,2.0,Anton Chekhov
1195,The Theory of the Leisure Class,2.0,Thorstein Veblen
1196,Genetics and the Origin of Species,2.0,Theodosius Dobzhansky
1197,A Mathematician's Apology,2.0,G. H. Hardy
1198,Little Dorrit,2.0,Charles Dickens
1199,The Unconscious,2.0,Sigmund Freud
1200,Euclid's Elements,2.0,Euclid
1201,The Harmony of the Worlds,2.0,Johannes Kepler
1202,Enneads,2.0,Plotinus
1203,Aspects of the Novel,2.0,E. M. Forster
1204,Legends of The Fall,2.0,Jim Harrison
1205,The Lottery and Other Stories,2.0,Shirley Jackson
1206,Watt,2.0,Samuel Beckett
1207,The Yearling,2.0,Marjorie Kinnan Rawlings
1208,The Fire Next Time,2.0,James Baldwin
1209,The Marriage Of Cadmus And Harmony,2.0,Roberto Calasso
1210,My Name Is Aram,2.0,William Saroyan
1211,A Sand County Almanac,2.0,Aldo Leopold
1212,Smoking and Health,2.0,Surgeon General
1213,Satyagraha in South Africa,2.0,Gandhi
1214,Coming of Age in Samoa,2.0,Margaret Mead
1215,Riders of the Purple Sage,2.0,Zane Grey
1216,Dust Tracks on a Road: An Autobiography,2.0,Zora Neale Hurston
1217,Small Is Beautiful: Economics as if People Mattered,2.0,E. F. Schumacher
1218,Lost Horizon,2.0,James Hilton
1219,Mein Kampf,2.0,Adolf Hitler
1220,Bury My Heart at Wounded Knee,2.0,Dee Alexander Brown
1221,The Complete Poetry and Essential Prose of John Milton,2.0,John Milton
1222,The Misanthrope,2.0,Molière
1223,Two Treatises of Government,2.0,John Locke
1224,The Narrow Road to the Deep North,2.0,Matsuo Bashō
1225,The Complete Poems of Samuel Taylor Coleridge,2.0,Samuel Coleridge
1226,Twice-Told Tales,2.0,Nathaniel Hawthorne
1227,The Voyage of the Beagle,2.0,Charles Darwin
1228,Hard Times: An Oral History of the Great Depression,2.0,Studs Terkel
1229,The Warden,2.0,Anthony Trollope
1230,The Poems of Walt Whitman,2.0,Walt Whitman
1231,Selected Stories of Lu Hsun,2.0,Xun Lu
1232,Endgame,2.0,Samuel Beckett
1233,Krapp's Last Tape,2.0,Samuel Beckett
1234,The Passion,2.0,Jeanette Winterson
1235,Old Filth,2.0,Jane Gardam
1236,Never Mind,2.0,Edward St Aubyn
1237,Bad News,2.0,Edward St Aubyn
1238,Some Hope,2.0,Edward St Aubyn
1239,At Last,2.0,Edward St Aubyn
1240,The Horse's Mouth,2.0,Joyce Cary
1241,The Face of Battle,2.0,John Keegan
1242,The Habit of Being,2.0,Flannery O'Connor
1243,The Frontier in American History,2.0,Frederick Jackson Turner
1244,Up from Slavery,2.0,Booker T. Washington
1245,Patriotic Gore,2.0,Edmund Wilson
1246,Nature and Destiny of Man,2.0,Reinhold Niebuhr
1247,The Lady with the Dog,2.0,Anton Chekhov
1248,Roughing It,2.0,Mark Twain
1249,Reveille in Washington,2.0,Margaret Leech
1250,Studs Lonigan,2.0,James T. Farrell
1251,Future Shock: The Third Wave,2.0,Alvin Toffler
1252,A Streetcar Named Desire,2.0,Tennessee Williams
1253,The Van,2.0,Roddy Doyle
1254,Daphnis and Chloe,2.0,Longus
1255,Parzival,2.0,Wolfram Eschenbach
1256,Stories,2.0,Heinrich von Kleist
1257,Either Or,2.0,Soren Kierkegaard
1258,"Germany, a Winter Tale",2.0,Heinrich Heine
1259,Manhattan Transfer,2.0,John Dos Passos
1260,Essays and Aphorisms,2.0,Arthur Schopenhauer
1261,The Wanderer,2.0,Henri Alain-Fournier
1262,Seven Years in Tibet,2.0,Heinrich Harrer
1263,Forbidden Colours,2.0,Yukio Mishima
1264,Zazie in the Metro,2.0,Raymond Queneau
1265,Balzac and the Little Chinese Seamstress,2.0,Dai Sijie
1266,The Bookseller of Kabul,2.0,Asne Seierstad
1267,Norwegian Wood,2.0,Haruki Murakami
1268,Days Without End,2.0,Sebastian Barry
1269,Homegoing,2.0,Yaa Gyasi
1270,The Slaves of Solitude,2.0,Patrick Hamilton
1271,Eye Of The Needle,2.0,Ken Follett
1272,The Colour of Magic,2.0,Terry Pratchett
1273,Sandman,2.0,Neil Gaiman
1274,A Thousand Splendid Suns,2.0,Khaled Hosseini
1275,Unless,2.0,Carol Shields
1276,Cannery Row,2.0,John Steinbeck
1277,The Secret Diary of Adrian Mole Aged 13 3/4,2.0,Sue Townsend
1278,I Capture the Castle,2.0,Dodie Smith
1279,American Tabloid,2.0,James Ellroy
1280,The Children of Men,2.0,P. D. James
1281,The Reluctant Fundamentalist,2.0,Mohsin Hamid
1282,The Liars' Club,2.0,Mary Karr
1283,A Long Way Gone: Memoirs of a Boy Soldier,2.0,Ishmael Beah
1284,All the President's Men,2.0,Bob Woodward
1285,Moneyball,2.0,Michael M. Lewis
1286,Team of Rivals: The Political Genius of Abraham Lincoln,2.0,Doris Kearns Goodwin
1287,The Devil In The White City,2.0,Erik Larson
1288,The Man Who Mistook His Wife for a Hat,2.0,Oliver Sacks
1289,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",2.0,Laura Hillenbrand
1290,Last Orders,2.0,Graham Swift
1291,London: The Biography,2.0,Peter Ackroyd
1292,Notes from a Small Island,2.0,Bill Bryson
1293,Bad Science,2.0,Ben Goldacre
1294,The Hare with Amber Eyes: A Family's Century of Art and Loss,2.0,Edmund de Waal
1295,Trainspotting,2.0,Irvine Welsh
1296,The Girl with the Dragon Tattoo,2.0,Stieg Larsson
1297,The Jungle Book,2.0,Rudyard Kipling
1298,Stories of Washington Irving,2.0,Washington Irving
1299,She Stoops to Conquer,2.0,Oliver Goldsmith
1300,Titi Livi Ab urbe condita libri,2.0,Livy
1301,Giants in the Earth,2.0,Ole Edvart Rolvaag
1302,Nectar in a Sieve,2.0,Kamala Markandaya
1303,Zeitoun,2.0,Dave Eggers
1304,The Shock Doctrine: The Rise of Disaster Capitalism,2.0,Naomi Klein
1305,"Roll of Thunder, Hear My Cry",2.0,Mildred D. Taylor
1306,North,2.0,Seamus Heaney
1307,From Here to Eternity ,2.0,James Jones
1308,A High Wind in Jamaica,2.0,Richard Hughes
1309,The Great Fire,2.0,Shirley Hazzard
1310,"Bless Me, Ultima",2.0,Rudolfo Anaya
1311,Reading Lolita in Tehran,2.0,Azar Nafisi
1312,How Should a Person Be?,2.0,Sheila Heti
1313,The Neapolitan Novels,2.0,Elena Ferrante
1314,The Argonauts,2.0,Maggie Nelson
1315,Dept. of Speculation,2.0,Jenny Offill
1316,The Beauty Of The Husband,2.0,Anne Carson
1317,Mortals,2.0,Norman Rush
1318,Honored Guest,2.0,Joy Williams
1319,Voices from Chernobyl,2.0,Svetlana Alexievich
1320,Magic for Beginners,2.0,Kelly Link
1321,Winter's Bone,2.0,Daniel Woodrell
1322,American Genius: A Comedy,2.0,Lynne Tillman
1323,Family Life,2.0,Akhil Sharma
1324,Preparation for the Next Life,2.0,Atticus Lish
1325,What Belongs to You,2.0,Garth Greenwell
1326,Tell Me How It Ends: An Essay in 40 Questions,2.0,Valeria Luiselli
1327,Priestdaddy: A Memoir,2.0,Patricia Lockwood
1328,Asymmetry,2.0,Lisa Halliday
1329,The Mists of Avalon,2.0,Marion Zimmer Bradley
1330,The Clan of the Cave Bear,2.0,Jean M. Auel
1331,The Pillars Of The Earth,2.0,Ken Follett
1332,Gaudy Night,2.0,Dorothy L Sayers
1333,Outlander,2.0,Diana Gabaldon
1334,Pigs in Heaven,2.0,Barbara Kingsolver
1335,Collected Poems of Ted Hughes,2.0,Ted Hughes
1336,The Social Contract,2.0,Jean-Jacques Rousseau
1337,On War,2.0,Carl Von Clausewitz
1338,How to Cook,2.0,Delia Smith
1339,Citizens,2.0,Simon Schama
1340,The Life of Charlotte Brontë,2.0,Elizabeth Gaskell
1341,Fifty Shades of Grey: ,2.0,E L James
1342,The Intuitionist: A Novel,2.0,Colson Whitehead
1343,Jurassic Park,2.0,Michael Crichton
1344,The Martian,2.0,Andy Weir
1345,The Tao of Physics,2.0,Fritjof Capra
1346,The Unsettling of America,2.0,Wendell Berry
1347,"Gödel, Escher, Bach",2.0,Douglas Hofstadter
1348,The American Language,2.0,H. L. Mencken
1349,The Lives of a Cell,2.0,Lewis Thomas
1350,The Ants,2.0,E. O. Wilson
1351,The Age of Jackson,2.0,"Arthur M. Schlesinger, Jr"
1352,Present at the Creation,2.0,Dean Acheson
1353,Great Bridge,2.0,David McCullough
1354,The House of Morgan,2.0,Ron Chernow
1355,The Art of Memory,2.0,Frances A. Yates
1356,James Joyce,2.0,Richard Ellmann
1357,The Great War and Modern Memory,2.0,Paul Fussell
1358,Why We Can't Wait,2.0,Martin Luther King
1359,The Rise of Theodore Roosevelt,2.0,Edmund Morris
1360,West With the Night,2.0,Beryl Markham
1361,Shadow and ACT,2.0,Ralph Ellison
1362,The Journalist and the Murderer,2.0,Janet Malcolm
1363,Out Stealing Horses,2.0,Per Petterson
1364,"Hateship, Friendship, Courtship, Loveship, Marriage",2.0,Alice Munro
1365,Four Quartets,2.0,T. S. Eliot
1366,The Black Prince,2.0,Iris Murdoch
1367,The Violent Bear It Away,2.0,Flannery O'Connor
1368,Tree of Smoke,2.0,Denis Johnson
1369,Affliction,2.0,Russell Banks
1370,Flicker,2.0,Theodore Roszak
1371,The Beautiful and Damned ,2.0,F. Scott Fitzgerald
1372,Mastering the Art of French Cooking,2.0,Julia Child
1373,Consider The Lobster,2.0,David Foster Wallace
1374,Burr,2.0,Gore Vidal
1375,A People's History of the United States,2.0,Howard Zinn
1376,All Over But The Shoutin',2.0,Rick Bragg
1377,Last Train to Memphis,2.0,Peter Guralnick
1378,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,2.0,Joan Didion
1379,A Wild Sheep Chase,2.0,Haruki Murakami
1380,Enormous Changes at the Last Minute,2.0,Grace Paley
1381,Haroun and the Sea of Stories,2.0,Salman Rushdie
1382,Baudolino,2.0,Umberto Eco
1383,Popol Vuh: The Mayan Book of the Dawn of Life,2.0,Dennis Tedlock
1384,The Merry Adventures of Robin Hood,2.0,Howard Pyle
1385,Hotel du Lac,2.0,Anita Brookner
1386,Milkman,2.0,Anna Burns
1387,The Chaneysville Incident,2.0,David Bradley
1388,Billy Bathgate,2.0,E. L. Doctorow
1389,Operation Shylock,2.0,Philip Roth
1390,Women in Their Beds,2.0,Gina Berriault
1391,The Early Stories,2.0,John Updike
1392,The March,2.0,E. L. Doctorow
1393,Everyman,2.0,Philip Roth
1394,Improvement,2.0,Joan Silber
1395,The Collected Stories of Katherine Anne Porter,2.0,Katherine Anne Porter
1396,The Collected Stories of Jean Stafford,2.0,Jean Stafford
1397,The Executioner's Song,2.0,Norman Mailer
1398,Empire Falls,2.0,Richard Russo
1399,The Orphan Master's Son: A Novel,2.0,Adam Johnson
1400,All the Light We Cannot See,2.0,Anthony Doerr
1401,A Stillness at Appomattox,2.0,Bruce Catton
1402,Russia Leaves the War,2.0,George F. Kennan
1403,Arctic Dreams,2.0,Barry Lopez
1404,United States: Essays 1952-1992,2.0,Gore Vidal
1405,The Haunted Land,2.0,Tina Rosenberg
1406,Master of the Senate,2.0,Robert Caro
1407,The Hemingses of Monticello,2.0,Annette Gordon-Reed
1408,The First Tycoon: The Epic Life of Cornelius Vanderbilt,2.0,T. J. Stiles
1409,The Swerve: How the World Became Modern,2.0,Stephen Greenblatt
1410,Between the World and Me,2.0,Ta-Nehisi Coates
1411,The New Negro: The Life of Alain Locke,2.0,Jeffrey C. Stewart
1412,Edith Wharton: A Biography,2.0,R. W. B. Lewis
1413,John Adams,2.0,David McCullough
1414,The Spirit of St. Louis,2.0,Charles Lindbergh
1415,Growing Up,2.0,Russell Baker
1416,The Counterlife,2.0,Philip Roth
1417,A Lesson Before Dying,2.0,Ernest J. Gaines
1418,LaRose,2.0,Louise Erdrich
1419,The Path to Power,2.0,Robert Caro
1420,Backlash,2.0,Susan Faludi
1421,The Spirit Catches You and You Fall Down,2.0,Anne Fadiman
1422,The Forever War,2.0,Dexter Filkins
1423,The Age of Wonder: How the Romantic Generation Discovered the Beauty and Terror of Science,2.0,Richard Holmes
1424,The Warmth of Other Suns: The Epic Story of America's Great Migration,2.0,Isabel Wilkerson
1425,"Far From the Tree: Parents, Children and the Search for Identity",2.0,Andrew Solomon
1426,We Wish to Inform You That Tomorrow We Will Be Killed With Our Families: Stories from Rwanda,2.0,Philip Gourevitch
1427,Evicted: Poverty and Profit in the American City,2.0,Matthew Desmond
1428,Northern Lights,2.0,Philip Pullman
1429,A Distant Mirror,2.0,Barbara Tuchman
1430,It: A Novel,2.0,Stephen King
1431,Orientalism,2.0,Edward W. Said
1432,Mary Chestnut's Civil War,2.0,Mary Chesnut
1433,Morte D'Urban,2.0,J. F. Powers
1434,Mr. Sammler's Planet,2.0,Saul Bellow
1435,Chimera,2.0,John Barth
1436,Augustus,2.0,John Williams
1437,World's Fair,2.0,E. L. Doctorow
1438,Europe Central,2.0,William T. Vollmann
1439,The Echo Maker,2.0,Richard Powers
1440,Let the Great World Spin: A Novel,2.0,Colum McCann
1441,"The Making of the President, 1960",2.0,Theodore White
1442,Anti-intellectualism in American Life,2.0,Richard Hofstadter
1443,The Good War,2.0,Studs Terkel
1444,Slavery by Another Name,2.0,Douglas A. Blackmon
1445,The Emperor of All Maladies: A Biography of Cancer,2.0,Siddhartha Mukherjee
1446,The Bloody Chamber And Other Stories,2.0,Angela Carter
1447,Wise Children,2.0,Angela Carter
1448,Selected Stories,2.0,D. H. Lawrence
1449,Julius Caesar,2.0,William Shakespeare
1450,As You Like it,2.0,William Shakespeare
1451,The Old Curiosity Shop,2.0,Charles Dickens
1452,Party Going,2.0,Henry Green
1453,Much Ado about Nothing,2.0,William Shakespeare
1454,Henry V,2.0,William Shakespeare
1455,The Poetry of Ezra Pound,2.0,Ezra Pound
1456,The Narrative of Arthur Gordon Pym,2.0,Edgar Allan Poe
1457,The Moon is a Harsh Mistress,2.0,Robert A. Heinlein
1458,Ceremony,2.0,Leslie Marmon Silko
1459,The Glass Menagerie,2.0,Tennessee Williams
1460,The Nicomachean Ethics,2.0,Aristotle
1461,Venus in Furs,2.0,Leopold Von Sacher-Masoch
1462,Moravagine,2.0,Blaise Cendrars
1463,Our Lady of the Flowers,2.0,Jean Genet
1464,Gogol's Wife,2.0,Tommaso Landolfi
1465,Poems of Alfred Lord Tennyson,2.0,Alfred Lord Tennyson
1466,Petersburg,2.0,Andrei Bely
1467,Nightmare Abbey ,2.0,Thomas Love Peacock
1468,Three Men in a Boat,2.0,Jerome K. Jerome
1469,Mrs Palfrey at the Claremont,2.0,Elizabeth Taylor
1470,The BFG,2.0,Roald Dahl
1471,Geography,2.0,Ptolemy
1472,An Anatomical Exercise on the Motion of the Heart and Blood in Living Beings,2.0,William Harvey
1473,The Poems of Wilfred Owen,2.0,Wilfred Owen
1474,Selected Poems of Lord Byron,2.0,Lord Byron
1475,Areopagitica,2.0,John Milton
1476,Kidnapped,2.0,Robert Louis Stevenson
1477,The Poems of Sappho,2.0,Sappho
1478,Euthyphro,2.0,Plato
1479,Crito,2.0,Plato
1480,The Assistant,2.0,Bernard Malamud
1481,The Sportswriter ,2.0,Richard Ford
1482,The Tibetan Book of the Dead: Awakening Upon Dying,2.0,Padmasambhava
1483,Normal People,2.0,Sally Rooney
1484,Rapture,2.0,Carol Ann Duffy
1485,Postwar,2.0,Tony Judt
1486,Dart,2.0,Alice Oswald
1487,The Fifth Season,2.0,N. K. Jemisin
1488,The Spirit Level,2.0,Richard Wilkinson
1489,Bad Blood,2.0,Lorna Sage
1490,Chronicles: Volume One,2.0,Bob Dylan
1491,The World as Will and Idea,2.0,Arthur Schopenhauer
1492,Winter's Tale,2.0,Mark Helprin
1493,Libra,2.0,Don DeLillo
1494,Pictures At A Revolution,2.0,Mark Harris
1495,The 9/11 Commission Report,2.0,9/11 Commission
1496,The Rest is Noise,2.0,Alex Ross
1497,The Accidental,2.0,Ali Smith
1498,The Secret Scripture,2.0,Sebastian Barry
1499,A Short History Of Nearly Everything,2.0,Bill Bryson
1500,Jonathan Strange and Mr Norrell,2.0,Susanna Clarke
1501,Into Thin Air,2.0,Jon Krakauer
1502,Travels in the Interior Districts of Africa,2.0,Mungo Park
1503,The Road to Oxiana,2.0,Robert Byron
1504,Untold Stories,2.0,Alan Bennett
1505,A Sport and a Pastime,2.0,James Salter
1506,Going Native,2.0,Stephen Wright
1507,Fast Food Nation,2.0,Eric Schlosser
1508,On Beauty,2.0,Zadie Smith
1509,Case Histories,2.0,Kate Atkinson
1510,Clockers,2.0,Richard Price
1511,An Essay on the Principle of Population,2.0,Thomas Robert Malthus
1512,Sixty Stories,2.0,Donald Barthelme
1513,Edward Lear's Book of Nonsense,2.0,Edward Lear
1514,A Childhood: The Biography of a Place,2.0,Harry Crews
1515,The American Way of Death,2.0,Jessica Mitford
1516,Down and Out in Paris and London,2.0,George Orwell
1517,One Writer's Beginnings,2.0,Eudora Welty
1518,Little Fires Everywhere,2.0,Celeste Ng
1519,Rising Tide,2.0,John Barry
1520,Reflections on the Revolution in France,2.0,Edmund Burke
1521,A Treatise of Human Nature,2.0,David Hume
1522,Beyond Freedom and Dignity,2.0,B. F. Skinner
1523,Syntactic Structures,2.0,Noam Chomsky
1524,Cybernetics,2.0,Norbert Wiener
1525,I and Thou,2.0,Martin Buber
1526,Exit West,2.0,Mohsin Hamid
1527,Station Eleven,2.0,Emily St John Mandel
1528,Fates and Furies,2.0,Lauren Groff
1529,Harry Potter and the Philosopher's Stone,1.0,J
1530,"The Lion, the Witch and the Wardrobe",1.0,C
1531,She: A History of Adventure,1.0,H
1532,The Adventures of Pinocchio (Le avventure di Pinocchio),1.0,C
1533,Harry Potter and the Chamber of Secrets,1.0,J
1534,Harry Potter and the Prisoner of Azkaban,1.0,J
1535,Harry Potter and the Goblet of Fire,1.0,J
1536,The Alchemist (O Alquimista),1.0,P
1537,The Bridges of Madison County,1.0,R
1538,Ben-Hur: A Tale of the Christ,1.0,L
1539,You Can Heal Your Life,1.0,L
1540,One Hundred Years of Solitude (Cien años de soledad),1.0,G
1541,Heidi,1.0,J
1542,Black Beauty,1.0,A
1543,The Name of the Rose (Il Nome della Rosa),1.0,U
1544,The Eagle Has Landed,1.0,J
1545,The Hite Report,1.0,S
1546,A Message to Garcia,1.0,E
1547,Cosmos,1.0,C
1548,Sophie's World (Sofies verden),1.0,J
1549,Angels & Demons,1.0,D
1550,How the Steel Was Tempered (Как закалялась сталь),1.0,N
1551,War and Peace (Война и мир),1.0,L
1552,The Diary of Anne Frank (Het Achterhuis),1.0,A
1553,Your Erroneous Zones,1.0,W
1554,The Purpose Driven Life,1.0,R
1555,Gone with the Wind,1.0,M
1556,The Revolt of Mamie Stover,1.0,W
1557,The Girl with the Dragon Tattoo (Män som hatar kvinnor),1.0,S
1558,The Lost Symbol,1.0,D
1559,The Young Guard (Молодая гвардия),1.0,A
1560,Who Moved My Cheese?,1.0,S
1561,Paul et Virginie,1.0,J
1562,Lust for Life,1.0,I
1563,The 7 Habits of Highly Effective People,1.0,S
1564,Virgin Soil Upturned (Поднятая целина),1.0,M
1565,The Celestine Prophecy,1.0,J
1566,Uncle Styopa (Дядя Степа),1.0,S
1567,Catching Fire,1.0,S
1568,Mockingjay,1.0,S
1569,Andromeda Nebula,1.0,I
1570,Autobiography of a Yogi,1.0,P
1571,The Girl on the Train,1.0,P
1572,All Quiet on the Western Front (Im Westen nichts Neues),1.0,E
1573,The Bermuda Triangle,1.0,C
1574,Wolf Totem (狼图腾),1.0,J
1575,The Happy Hooker: My Own Story,1.0,X
1576,Jaws,1.0,P
1577,Love You Forever,1.0,R
1578,What to Expect When You're Expecting,1.0,A
1579,Adventures of Huckleberry Finn,1.0,M
1580,"The Secret Diary of Adrian Mole, Aged 13¾",1.0,S
1581,Kon-Tiki: Across the Pacific in a Raft (Kon-Tiki ekspedisjonen),1.0,T
1582,The Good Soldier Švejk (Osudy dobrého vojáka Švejka za světové války),1.0,J
1583,The Power of Positive Thinking,1.0,N
1584,The Secret,1.0,R
1585,The Naked Ape,1.0,D
1586,Book,1.0,A
1587,"Totto-chan, the Little Girl at the Window (窓ぎわのトットちゃん)",1.0,T
1588,The Neverending Story (Die unendliche Geschichte),1.0,M
1589,Fifty Shades of Grey,1.0,E
1590,Guess How Much I Love You,1.0,S
1591,Shōgun,1.0,J
1592,The Poky Little Puppy,1.0,J
1593,The Pillars of the Earth,1.0,K
1594,Perfume (Das Parfum),1.0,P
1595,The Shadow of the Wind (La sombra del viento),1.0,C
1596,Becoming,1.0,M
1597,Tuesdays with Morrie,1.0,M
1598,God's Little Acre,1.0,E
1599,Follow Your Heart (Va' dove ti porta il cuore),1.0,S
1600,A Wrinkle in Time,1.0,M
1601,Long Walk to Freedom,1.0,N
1602,Me Before You,1.0,J
1603,Norwegian Wood (ノルウェイの森),1.0,H
1604,The Plague (La Peste),1.0,A
1605,No Longer Human (人間失格),1.0,O
1606,Man's Search for Meaning (Ein Psychologe erlebt das Konzentrationslager),1.0,V
1607,The Divine Comedy (La Divina Commedia),1.0,D
1608,The Exorcist,1.0,W
1609,Fifty Shades Darker,1.0,E
1610,"Ronia, the Robber's Daughter",1.0,A
1611,Diana: Her True Story,1.0,A
1612,The Stranger (L'Étranger),1.0,A
1613,Eye of the Needle,1.0,K
1614,Wild Swans,1.0,J
1615,Night (Un di Velt Hot Geshvign),1.0,E
1616,Confucius from the Heart (于丹《论语》心得),1.0,Y
1617,The Total Woman,1.0,M
1618,Knowledge-value Revolution (知価革命),1.0,T
1619,Problems in China's Socialist Economy (中国社会主义经济问题研究),1.0,X
1620,What Color Is Your Parachute?,1.0,R
1621,The Dukan Diet,1.0,P
1622,The Gospel According to Peanuts,1.0,R
1623,The Front Runner,1.0,P
1624,The Goal,1.0,E
1625,Angela's Ashes,1.0,F
1626,The Story of My Experiments with Truth (સત્યના પ્રયોગો અથવા આત્મકથા),1.0,M
1627,"Catcher in the Rye, The",1.0,S
1628,Lord of the Rings,1.0,T
1629,Gone With the Wind,1.0,M
1630,"Color Purple, The",1.0,W
1631,Lord of the Flies,1.0,G
1632,"Good Earth, The",1.0,B
1633,"Great Gatsby, The",1.0,F
1634,"Grapes of Wrath, The",1.0,S
1635,"Tree Grows in Brooklyn, A",1.0,S
1636,"Hobbit, The",1.0,T
1637,"Prime of Miss Jean Brodie, The",1.0,S
1638,"Old Man and the Sea, The",1.0,H
1639,Native Son,1.0,W
1640,"Farewell to Arms, A",1.0,H
1641,"Jungle, The",1.0,S
1642,"Handmaid's Tale, The",1.0,A
1643,"Age of Innocence, The",1.0,W
1644,"Rabbit, Run",1.0,U
1645,"Sun Also Rises, The",1.0,H
1646,"Stranger, The",1.0,C
1647,"Sound and the Fury, The",1.0,F
1648,Stone Diaries,1.0,S
1649,"Joy Luck Club, The",1.0,T
1650,"Portrait of the Artist as a Young Man, A",1.0,J
1651,"Pale Horse, Pale Rider",1.0,P
1652,"Lover, The",1.0,D
1653,"Clockwork Orange, A",1.0,B
1654,"World According to Garp, The",1.0,I
1655,"Wonderful Wizard of Oz, The",1.0,B
1656,"Lion, the Witch and the Wardrobe, The",1.0,L
1657,"Hound of the Baskervilles, The",1.0,D
1658,"Fountainhead, The",1.0,R
1659,"Burger's Daughter, The",1.0,G
1660,"Call of the Wild, The",1.0,L
1661,"Mists of Avalon, The",1.0,B
1662,"I, Claudius",1.0,G
1663,From Here to Eternity,1.0,J
1664,"Passage to India, A",1.0,F
1665,"Good Soldier, The",1.0,F
1666,"Wind in the Willows, The",1.0,G
1667,Portnoy's Complaint,1.0,R
1668,"Plague, The",1.0,C
1669,"Little Prince, The",1.0,d
1670,"Bluest Eye, The",1.0,M
1671,"Bean Trees, The",1.0,K
1672,"Good Man is Hard to Find, A",1.0,O
1673,Remembrance of Things Past,1.0,P
1674,Ordinary People,1.0,G
1675,Babbit,1.0,L
1676,U.S.A. (trilogy),1.0,D
1677,"Unbearable Lightness of Being, The",1.0,K
1678,"Death in the Family, A",1.0,A
1679,"Once and Future King, The",1.0,W
1680,"Maltese Falcon, The",1.0,H
1681,"Golden Bowl, The",1.0,J
1682,Golden Notebook. The,1.0,L
1683,"Forsyte Saga, The",1.0,G
1684,"Big Sleep, The",1.0,C
1685,"Bell Jar, The",1.0,P
1686,"Ambassadors, The",1.0,J
1687,"House of the Spirits, The",1.0,A
1688,"Naked and the Dead, The",1.0,M
