,Title,Listed count,Author
2432,Troubling Love,1.0,E
2433,The Late-night News,1.0,P
2434,The End of the Story,1.0,L
2435,Love's Work,1.0,G
2436,Morvern Callar,1.0,A
2437,Alias Grace,1.0,M
2438,The Clay Machine-gun,1.0,V
2439,Hallucinating Foucault,1.0,P
2440,Forever a Stranger,1.0,H
2441,A Light Comedy,1.0,E
2442,Fall On Your Knees,1.0,A
2443,Silk,1.0,A
2444,Margot and the Angels,1.0,K
2445,The Life of Insects,1.0,V
2446,Crossfire,1.0,M
2447,Veronika Decides to Die,1.0,P
2448,All Souls' Day,1.0,C
2449,The Heretic,1.0,M
2450,Dirty Havana Trilogy,1.0,P
2451,As If I Am Not There,1.0,S
2452,Pavel's Letters,1.0,M
2453,In Search of Klingsor,1.0,J
2454,The Museum of Unconditional Surrender,1.0,D
2455,Celestial Harmonies,1.0,P
2456,Under the Skin,1.0,M
2457,"Spring Flowers, Spring Frost",1.0,I
2458,The Devil and Miss Prym,1.0,P
2459,I'm Not Scared,1.0,N
2460,Soldiers of Salamis,1.0,J
2461,Nowhere Man,1.0,A
2462,The Successor,1.0,I
2463,Lady Number Thirteen,1.0,J
2464,What I Loved,1.0,S
2465,The Swarm,1.0,F
2466,The Master,1.0,C
2467,The Book about Blanche and Marie,1.0,P
2468,Measuring the World,1.0,D
2469,The History of Love,1.0,N
2470,The Elegance of the Hedgehog,1.0,M
2471,Carry Me Down,1.0,M
2472,Against the Day,1.0,T
2473,The Blind Side of the Heart,1.0,J
2474,"Kieron Smith, Boy",1.0,J
2475,Cost,1.0,R
2476,The Children's Book,1.0,A
2477,American Rust,1.0,P
2478,Cain,1.0,J
2479,A Gate at the Stairs,1.0,L
2480,Nemesis,1.0,P
2481,The Marriage Plot,1.0,J
2482,Ellen Foster,1.0,K
2483,War and Remembrance,1.0,H
2484,The Road from Coorain,1.0,J
2485,The Alienist,1.0,C
2486,Talk Before Sleep,1.0,E
2487,Rubyfruit Jungle,1.0,R
2488,The Education of Little Tree,1.0,F
2489,Black Beauty: The Autobiography of a Horse,1.0,A
2490,White Fang,1.0,J
2491,"Captain Hornblower R.N.: Hornblower and the 'Atropos', The Happy Return, A Ship of the Line",1.0,C
2492,Care of the Soul: Guide for Cultivating Depth and Sacredness,1.0,T
2493,Amelia,1.0,H
2494,Mysteries,1.0,K
2495,The Blithedale Romance,1.0,N
2496,The Fortunes Of Richard Mahony,1.0,H
2497,The Loneliness of the Long-distance Runner,1.0,A
2498,Short Friday: And Other Stories,1.0,I
2499,The Seance and Other Stories,1.0,I
2500,The Complete Works of Nathanael West,1.0,N
2501,The Revolt of the Masses,1.0,J
2502,Rationalism in Politics,1.0,M
2503,Economy and Society,1.0,M
2504,Sociobiology,1.0,E
2505,Centesimus Annus,1.0,P
2506,The Pursuit of the Millennium,1.0,N
2507,The Great Terror,1.0,R
2508,Chronicles of Wasted Time,1.0,M
2509,The Everlasting Man,1.0,G
2510,Radical Chic and Mau-Mauing the Flak Catchers,1.0,T
2511, The Unheavenly City,1.0,E
2512,The End of History and the Last Man,1.0,F
2513,God and Man at Yale,1.0,W
2514,Ideas Have Consequences,1.0,R
2515, The Economy of Cities,1.0,J
2516,The Closing of the American Mind,1.0,A
2517,Ethnic America,1.0,T
2518,Three Case Histories,1.0,S
2519,The Struggle for Europe,1.0,C
2520,Systematic Theology,1.0,W
2521,The Campaign of the Marne,1.0,S
2522,Tractatus Logico-Philosophicus,1.0,L
2523,Insight: A Study of Human Understanding,1.0,B
2524,Disraeli,1.0,R
2525,Democracy and Leadership,1.0,I
2526,The Machiavellians,1.0,J
2527,Reflections of a Russian Statesman,1.0,K
2528,The ABC of Reading,1.0,E
2529,Second World War,1.0,J
2530,The Making of Homeric Verse,1.0,M
2531,The Strange Ride of Rudyard Kipling,1.0,A
2532,Scrutiny,1.0,F
2533,The Edge of the Sword,1.0,C
2534, Bureaucracy,1.0,L
2535,Balzac,1.0,S
2536,The Good Society,1.0,W
2537,The Christian Tradition,1.0,J
2538,Strange Defeat,1.0,M
2539,Looking Back,1.0,N
2540, Mont-Saint-Michel and Chartres,1.0,H
2541,Poetry and the Age,1.0,R
2542,Love in the Western World,1.0,D
2543,Wealth and Poverty,1.0,G
2544,Darwin's Black Box,1.0,M
2545,The Way the World Works,1.0,J
2546,To the Finland Station,1.0,E
2547,Civilisation,1.0,K
2548,The Russian Revolution,1.0,R
2549,The Idea of History,1.0,R
2550,The Last Lion,1.0,W
2551,The Starr Report,1.0,K
2552,The Short Happy Life of Francis Macomber,1.0,E
2553,Mother Courage and Her Children,1.0,B
2554,A Rose for Emily,1.0,W
2555,The Prussian Officer,1.0,D
2556,Saint Joan,1.0,G
2557,The Beast in the Jungle,1.0,H
2558,Structural Anthropology,1.0,C
2559,Essays in Sociology,1.0,M
2560,The Acquisitive Society,1.0,R
2561,The Nature of Life,1.0,C
2562,What Is Life?,1.0,E
2563,Physics and Philosophy,1.0,W
2564,Discussion with Einstein on Epistemology,1.0,N
2565,Atomic Theory and the Description of Nature,1.0,N
2566,The Expanding Universe,1.0,A
2567,An Introduction to Mathematics,1.0,A
2568,Scientific Autobiography and Other Papers,1.0,M
2569,Science and Hypothesis,1.0,H
2570,The Word of God and the Word of Man,1.0,K
2571,What Is Metaphysics?,1.0,M
2572,The Problems of Philosophy,1.0,B
2573,Science and the Modern World,1.0,A
2574,Experience in Education,1.0,J
2575,An Introduction to Metaphysics,1.0,H
2576,The Master Builder,1.0,H
2577,The Wild Duck,1.0,H
2578,Bérénice,1.0,J
2579,The Would-Be Invalid,1.0,M
2580,The Would-Be Gentleman,1.0,M
2581,The Miser,1.0,M
2582,Don Juan,1.0,M
2583,The School for Wives,1.0,M
2584,New Introductory Lectures on Psycho-Analysis,1.0,S
2585,Thoughts for the Times on War and Death,1.0,S
2586,"Inhibitions, Symptoms, and Anxiety",1.0,S
2587,The Ego and the Id,1.0,S
2588,Group Psychology and the Analysis of the Ego,1.0,S
2589,Beyond the Pleasure Principle,1.0,S
2590,A General Introduction to Psycho-Analysis,1.0,S
2591,Repression,1.0,S
2592,Instincts and Their Vicissitudes,1.0,S
2593,On Narcissism,1.0,S
2594,"Observations on ""Wild"" Psycho-Analysis",1.0,S
2595,The Future Prospects of Psycho-Analytic Therapy,1.0,S
2596,Selected Papers on Hysteria,1.0,S
2597,The Origin and Development of Psycho-Analysis,1.0,S
2598,Almagest,1.0,P
2599,Epitome of Copernican Astronomy,1.0,J
2600,The Artist's Way,1.0,J
2601,Body Rags,1.0,G
2602,Dark symphony: Negro literature in America,1.0,J
2603,Death of a Lake,1.0,A
2604,Eight Men: Short Stories,1.0,R
2605,A Fire on the Moon,1.0,N
2606,"Horseman, Pass By: A Novel",1.0,L
2607,Kafka's Other Trial,1.0,E
2608,Monsignor Quixote,1.0,G
2609,My Book House,1.0,O
2610,The Negro Caravan: Writings by American Negroes,1.0,S
2611,Of Time and the River: A Legend of Man's Hunger in His Youth,1.0,T
2612,Open Secrets: Stories,1.0,A
2613,The Bone is Pointed: An Inspector Bonaparte Mystery #6 ,1.0,A
2614,The Poorhouse Fair: A Novel,1.0,J
2615,The Prince and the Pauper: A Tale for Young People of All Ages,1.0,M
2616,The Richard Trilogy,1.0,P
2617,The Times Are Never So Bad: A Novella and Eight Short Stories,1.0,A
2618,The Voices of Marrakesh: A Record of a Visit,1.0,E
2619,Tender Buttons,1.0,G
2620,Renascence and Other Poems,1.0,E
2621,The Wild Swans at Coole,1.0,W
2622,The Portable Faulkner,1.0,W
2623,The Age of Anxiety,1.0,W
2624,The Life of the Bee,1.0,M
2625,Treatise on Radioactivity,1.0,M
2626,A Field Guide to the Birds,1.0,R
2627,King Solomon's Ring,1.0,K
2628,The Diversity of Life,1.0,E
2629,The Battle with the Slum,1.0,J
2630,Twenty Years at Hull-House,1.0,J
2631,The House on Henry Street,1.0,L
2632,The Autobiography of Lincoln Steffens,1.0,L
2633,Growing Up Absurd,1.0,P
2634,There Are No Children Here,1.0,A
2635,Charter of the United Nations,1.0,U
2636,The Family of Man,1.0, 
2637,The Wretched of the Earth,1.0,F
2638,Guerrillas,1.0,V
2639,The Bride Price,1.0,B
2640,"I, Rigoberta Menchú: An Indian Woman in Guatemala",1.0,R
2641,Suicide,1.0,E
2642,Studies in the Psychology of Sex,1.0,H
2643,Why I Am Not a Christian,1.0,B
2644,The Courage to Be,1.0,P
2645,The Politics of Ecstasy,1.0,T
2646,On Death and Dying,1.0,E
2647,The Uses of Enchantment,1.0,B
2648,The Mysterious Affair at Styles,1.0,A
2649,Ball Four,1.0,J
2650,Carrie,1.0,S
2651,Woman Suffrage and Politics: The Inner Story of the Suffrage Movement,1.0,C
2652,My Fight for Birth Control,1.0,M
2653,Sisterhood Is Powerful,1.0,r
2654,Against Our Will,1.0,S
2655,The Protestant Ethic and the Spirit of Capitalism,1.0,M
2656,A Theory Of The Consumption Function,1.0,M
2657,Superhighway--superhoax,1.0,H
2658,The Whole Internet: User's Guide & Catalog,1.0,E
2659,Der Judenstaat,1.0,T
2660,Herland,1.0,C
2661,Walden Two,1.0,B
2662,Armenian Atrocities: The Murder of a Nation,1.0,A
2663,War Poems of Siegfried Sassoon,1.0,S
2664,Requiem,1.0,A
2665,The Story of My Life,1.0,H
2666,The Innocence of Father Brown,1.0,G
2667,"Etiquette in Society, in Business, in Politics and at Home",1.0,E
2668,The Inimitable Jeeves,1.0,P
2669,Shadows on the Rock,1.0,W
2670,Best of Simple,1.0,L
2671,The Snowy Day,1.0,E
2672,"Sarah, Plain and Tall",1.0,P
2673,Alcestis,1.0,E
2674,Mencius,1.0,M
2675,Records of the Grand Historian,1.0,S
2676,Meghadūta,1.0,K
2677,Platform Sutra,1.0,H
2678,Shahnameh,1.0,F
2679,The Pillow Book,1.0,S
2680,The Plum in the Golden Vase,1.0,A
2681,Basic Documents in American History,1.0,R
2682,The Subjection of Women,1.0,J
2683,The Eustace Diamonds,1.0,A
2684,An Autobiography of Anthony Trollope,1.0,A
2685,Democratic Vistas,1.0,W
2686,Selected Plays of Henrick Ibsen,1.0,H
2687,The Meaning of Truth,1.0,W
2688,Selected Plays of George Bernard Shaw,1.0,G
2689,The Collected Plays of W.B. Yeats,1.0,W
2690,The Iceman Cometh,1.0,E
2691,The Complete Plays of T. S. Eliot,1.0,T
2692,Beauty and Sadness,1.0,Y
2693,Dreamtigers,1.0,J
2694,Burmese Days,1.0,G
2695,The English Teacher,1.0,R
2696,Vendor Of Sweeets,1.0,R
2697,Confessions of a Mask,1.0,Y
2698,Villette,1.0,C
2699,Remainder,1.0,T
2700,Dombey and Son,1.0,C
2701,The Little Stranger,1.0,S
2702,The Jewel In The Crown,1.0,P
2703,A Legacy,1.0,S
2704,The Memoirs of a Survivor,1.0,D
2705,Teacher in America,1.0,J
2706,Understanding Poetry,1.0,R
2707,The Whig Interpretation of History,1.0,H
2708,A History of Philosophy,1.0,F
2709,Religion and the Rise of Western Culture,1.0,C
2710,The Stripping of the Altars,1.0,E
2711,"Protestant, Catholic, Jew",1.0,W
2712,The Great Chain of Being,1.0,A
2713,After Virtue,1.0,A
2714,Prejudices,1.0,H
2715,Lost in the Cosmos,1.0,W
2716,The Triumph of the Therapeutic,1.0,P
2717,Persons and Places,1.0,G
2718,Natural Right and History,1.0,L
2719,The New Science of Politics,1.0,E
2720,The Queen's Tiara,1.0,C
2721,The Long Ships,1.0,F
2722,Kallocain,1.0,K
2723,The Baron in the Trees,1.0,I
2724,Samuels bok,1.0,S
2725,Dog,1.0,K
2726,Second-class Citizen,1.0,B
2727,Stockholm series,1.0,P
2728,My Childhood,1.0,M
2729,After the Flood,1.0,P
2730,The Days of His Grace,1.0,E
2731,They Burn the Thistles,1.0,Y
2732,The Czar's Madman,1.0,J
2733,The Dwarf,1.0,P
2734,The Emperor of Portugallia,1.0,S
2735,The Man Without a Way,1.0,E
2736,"Mio, My Son",1.0,A
2737,Bathsheba,1.0,T
2738,The Wind on the Moon,1.0,E
2739,Flowering Nettle,1.0,H
2740,The Road to Klockrike,1.0,H
2741,Rhythms,1.0,H
2742,The Book-Dealer Who Ceased Bathing,1.0,F
2743,The Werewolf,1.0,A
2744,The bells of Bicêtre,1.0,G
2745,Barefoot,1.0,Z
2746,Doctor Glas,1.0,H
2747,The Serious Game,1.0,H
2748,Edmund Dulac's Fairy-Book,1.0,E
2749,Galapagos: World's End,1.0,W
2750,The Little Grey Men,1.0,B
2751,The Two-Ocean War: A Short History of the United States Navy in the Second World War,1.0,S
2752,Miss Susie Slagle's,1.0,A
2753,Microbe Hunters,1.0,P
2754,Napoleon,1.0,V
2755,The Scarlet Plague,1.0,J
2756,One Two Three . . . Infinity: Facts and Speculations of Science,1.0,G
2757,The Voyages of Doctor Dolittle,1.0,H
2758,Roosevelt: The Lion and the Fox (1882–1940),1.0,J
2759,The Little Engine that Could,1.0,P
2760,The Reason Why,1.0,C
2761,The Name Above the Title: An Autobiography,1.0,F
2762,The Warlord of Mars,1.0,E
2763,The Song of Hiawatha,1.0,H
2764,Escape from Freedom,1.0,E
2765,The Moon is Down,1.0,J
2766,Smoky the Cowhorse,1.0,W
2767,The Cloister and the Hearth,1.0,C
2768,Story of Ferdinand,1.0,M
2769,The Island Within,1.0,L
2770,Forever: A Novel,1.0,P
2771,Miss Pickerell Goes to Mars,1.0,E
2772,The Real Life of Sebastian Knight,1.0,V
2773,Kaputt,1.0,C
2774,Mason & Dixon,1.0,T
2775,Germania,1.0,C
2776,Siebenkäs,1.0,J
2777,Sudelbücher,1.0,G
2778,Schatzkästlein des Rheinischen Hausfreundes,1.0,J
2779,Lenz,1.0,G
2780,The 18th Brumaire of Louis Bonaparte,1.0,K
2781,"Abu Telfan, Return from the Mountains of the Moon",1.0,W
2782,Stories of Adalbert Stifter,1.0,A
2783,"Human, All Too Human",1.0,F
2784,The Son of a Servant,1.0,A
2785,The Loyal Subject,1.0,H
2786,Track,1.0,E
2787,My Life,1.0,L
2788,The Seventh Cross,1.0,A
2789,The Collected Stories of Heinrich Boll,1.0,H
2790,Querelle,1.0,J
2791,Stories from the Lord Keuner,1.0,D
2792,The Half Brother: A Novel,1.0,L
2793,The Royal Physician's Visit: A Novel,1.0,P
2794,The Years with Laura Diaz,1.0,C
2795,Count Julian,1.0,J
2796,Life and Fate,1.0,V
2797,The Kon-Tiki Expedition: By Raft Across the South Seas,1.0,T
2798,The Three-Arched Bridge,1.0,I
2799,"Memed, My Hawk",1.0,Y
2800,A Tomb for Boris Davidovich,1.0,D
2801,I Will Bear Witness,1.0,V
2802,Édes Anna,1.0,D
2803,Identity: A Novel,1.0,M
2804,Le Roman de la Rose,1.0,G
2805,The Gift,1.0,V
2806,The Twilight of the Idols and The Antichrist,1.0,F
2807,Somersault,1.0,K
2808,The Black Book,1.0,O
2809,Happy Moscow,1.0,A
2810,The Return and Other Stories,1.0,A
2811,Soul and Other Stories,1.0,A
2812,The Dog Star,1.0,A
2813,The Stone Raft,1.0,J
2814,The Rings of Saturn,1.0,W
2815,Journey by Moonlight,1.0,A
2816,La Saga/ Fuga de J. B./ The Saga/ Escape of J.B.,1.0,G
2817,First Love,1.0,I
2818,Soul Mountain,1.0,X
2819,"The Tootinameh; Or, Tales of a Parrot",1.0,I
2820,Italian Folktales,1.0,I
2821,Letters from an American Farmer,1.0,J
2822,August 1914,1.0,A
2823,Antiworlds,1.0,A
2824,The Burn: A Novel in Three Books : (late Sixties--early Seventies),1.0,V
2825,Homo Ludens: A Study of the Play-Element in Culture,1.0,J
2826,"And where Were You, Adam?",1.0,H
2827,The Kalevala,1.0,E
2828,The Garlic Ballads: A Novel,1.0,Y
2829,The Book of Songs,1.0,C
2830,Teahouse,1.0,L
2831,The Collected Songs of Cold Mountain,1.0,H
2832,My City: A Hong Kong Story,1.0,X
2833,The Sorrow Of War,1.0,B
2834,The Dancing Girl of Izu and Other Stories,1.0,Y
2835,The Skeleton,1.0,A
2836,Forever...,1.0,J
2837,Riders,1.0,J
2838,The Far Pavilions,1.0,M
2839,The Forty Rules of Love,1.0,E
2840,City of Bohane,1.0,K
2841,Mr Standfast,1.0,J
2842,Astonishing the Gods,1.0,B
2843,Home Fire,1.0,K
2844,Strumpet City,1.0,J
2845,V for Vendetta,1.0,A
2846,Poor Cow,1.0,N
2847,The Lonely Passion of Judith Hearne,1.0,B
2848,Emily of New Moon,1.0,L
2849,Golden Child,1.0,C
2850,Swami and Friends,1.0,R
2851,Ballet Shoes,1.0,N
2852,Cloudstreet,1.0,T
2853,The Witches,1.0,R
2854,American War,1.0,O
2855,Ice-Candy-Man,1.0,B
2856,Habibi,1.0,C
2857,"Psmith, Journalist",1.0,P
2858,Zami: A New Spelling of My Name,1.0,A
2859,A Series of Unfortunate Events #1: The Bad Beginning,1.0,L
2860,Born to Run,1.0,C
2861,"Breath, Eyes, Memory",1.0,E
2862,Cutting for Stone,1.0,A
2863,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",1.0,B
2864,Diary of a Wimpy Kid,1.0,J
2865,Kitchen Confidential,1.0,A
2866,The Golden Compass,1.0,P
2867,The House at Pooh Corner,1.0,A
2868,"Percy Jackson and the Olympians, Book One: Lightning Thief, The",1.0,R
2869,Where the Sidewalk Ends,1.0,S
2870,We're Going on a Bear Hunt,1.0,M
2871,The Tiger Who Came to Tea ,1.0,J
2872,The Enchanted Wood,1.0,E
2873,The Worst Witch,1.0,J
2874,The Story of Tracy Beaker,1.0,J
2875,Goodnight Mister Tom,1.0,M
2876,Artemis Fowl,1.0,E
2877,Stormbreaker,1.0,A
2878,The Boy in the Striped Pyjamas,1.0,J
2879,The Commitments,1.0,R
2880,Knots and Crosses: An Inspector Rebus Novel,1.0,I
2881,American Gods,1.0,N
2882,Dissolution: A Shardlake Novel,1.0,C
2883,Venice,1.0,J
2884,A History of the World in 100 Objects,1.0,N
2885,The Sea-Wolf,1.0,J
2886,Candida: a Pleasant Play,1.0,G
2887,Soul of a Citizen: Living with Conviction in Challenging Times,1.0,P
2888,"He, She and It",1.0,M
2889,The Frugal Superpower: America's Global Leadership in a Cash-Strapped Era,1.0,M
2890,"Why the West Rules - For Now: The Patterns of History, and What They Reveal About the Future",1.0,I
2891,Through the Language Glass: Why the World Looks Different in Other Languages,1.0,G
2892,Bread Givers: A Novel : a Struggle Between a Father of the Old World and a Daughter of the New,1.0,A
2893,The Physician,1.0,N
2894,The Farming of Bones,1.0,E
2895,Farm Hands: Hard Work and Hard Lessons from Western New York Fields,1.0,T
2896,Ecotopia,1.0,E
2897,Ain't No Makin' It: Aspirations and Attainment in a Low-income Neighborhood,1.0,J
2898,"Selected Poems, 1965-1975",1.0,M
2899,Selected Poems II: 1976 - 1986,1.0,M
2900,A Dog's Purpose,1.0,W
2901,Darkness Spoken: The Collected Poems,1.0,I
2902,Madame Curie - A Biography by Eve Curie,1.0,E
2903,Eating Animals,1.0,J
2904,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",1.0,R
2905,The Beautyful Ones are Not Yet Born,1.0,A
2906,The Death of Woman Wang MMP,1.0,J
2907,Staying Power: The History of Black People in Britain,1.0,P
2908,Palace of the Peacock,1.0,W
2909,River of Fire,1.0,Q
2910,Anil's Ghost,1.0,M
2911,The Private Life of Chairman Mao,1.0,L
2912,Point Counter Point,1.0,A
2913,Tobacco Road,1.0,E
2914,Three Cups of Tea,1.0,G
2915,In the Time of the Butterflies,1.0,J
2916,Kaffir Boy,1.0,M
2917,The Power of One,1.0,B
2918,First They Killed My Father: A Daughter of Cambodia Remembers,1.0,L
2919,Snow Flower and the Secret Fan,1.0,L
2920,Persepolis Two,1.0,M
2921,Chronicle of a Death Foretold,1.0,G
2922,Obasan,1.0,J
2923,Red Scarf Girl,1.0,J
2924,I Have Lived a Thousand Years,1.0,L
2925,Girl in Hyacinth Blue,1.0,S
2926,Living Up The Street,1.0,G
2927,Sold,1.0,P
2928,All But My Life,1.0,G
2929,My Forbidden Face,1.0,L
2930,Before We Were Free,1.0,J
2931,The Bonesetter's Daughter,1.0,A
2932,Dawn,1.0,E
2933,Dreaming in Cuban,1.0,C
2934,Falling Leaves,1.0,A
2935,In My Hands,1.0,I
2936,The Phantom of the Opera,1.0,G
2937,Purple Hibiscus,1.0,C
2938,"Ties That Bind, Ties That Break",1.0,L
2939,Funny in Farsi,1.0,F
2940,A Book of Luminous Things,1.0,C
2941,Enrique's Journey,1.0,S
2942,The No. 1 Ladies' Detective Agency,1.0,A
2943,Retold African American Folktales,1.0,D
2944,American Shaolin,1.0,M
2945,Born Confused,1.0,T
2946,Chanda's Secrets,1.0,A
2947,Chinese Cinderella,1.0,A
2948,City of the Beasts,1.0,I
2949,Crow Lake,1.0,M
2950,The Last Samurai,1.0,H
2951,Leaving the Atocha Station,1.0,B
2952,Erasure,1.0,P
2953,Do Everything in the Dark,1.0,G
2954,Veronica,1.0,M
2955,Ooga-Booga,1.0,F
2956,The Particular Sadness of Lemon Cake,1.0,A
2957,Mr. Fox,1.0,H
2958,Lives Other Than My Own,1.0,E
2959,Zone One,1.0,C
2960,White Girls,1.0,H
2961,A Man in Love: My Struggle,1.0,K
2962,All My Puny Sorrows,1.0,M
2963,Black and Blur,1.0,F
2964,The Last Report on the Miracles at Little No Horse: A Novel,1.0,L
2965,The Time of Our Singing,1.0,R
2966,The Book of Salt,1.0,M
2967,Home Land,1.0,S
2968,Oblivion: Stories,1.0,D
2969,The Sluts,1.0,D
2970,The Afterlife: A Memoir,1.0,D
2971,Wizard of the Crow,1.0,N
2972,Eat the Document,1.0,D
2973,Sleeping It Off in Rapid City,1.0,A
2974,The Lazarus Project,1.0,A
2975,Fine Just the Way It Is,1.0,A
2976,Boyhood: Scenes from provincial life,1.0,J
2977,Notes from No Man's Land: American Essays,1.0,E
2978,Spreadeagle,1.0,K
2979,Super Sad True Love Story,1.0,G
2980,Seven Years,1.0,P
2981,The Gentrification of the Mind,1.0,S
2982,Capital,1.0,J
2983,The MaddAddam Trilogy,1.0,M
2984,A Constellation of Vital Phenomena: A Novel,1.0,A
2985,Taipei,1.0,T
2986,Men We Reaped,1.0,J
2987,The Light of the World,1.0,E
2988,The Broken Earth Trilogy,1.0,N
2989,Albert Murray: Collected Essays & Memoirs,1.0,A
2990,The Needle's Eye,1.0,F
2991,Ghachar Ghochar,1.0,V
2992,The Hate U Give,1.0,A
2993,All Grown Up,1.0,J
2994,The Best We Could Do: An Illustrated Memoir,1.0,T
2995,Red Clocks,1.0,L
2996,The Largesse of the Sea Maiden: Stories,1.0,D
2997,Follow the River,1.0,J
2998,Bridge to Terabithia,1.0,K
2999,Busman’s Honeymoon,1.0,D
3000,Divine Secrets of the Ya-Ya Sisterhood,1.0,R
3001,A Patchwork Planet,1.0,A
3002,Shogun,1.0,J
3003,Misery,1.0,S
3004,Fried Green Tomatoes,1.0,F
3005,Tisha,1.0,R
3006,Christy,1.0,C
3007,Boy's Life,1.0,R
3008,Petals of blood,1.0,N
3009,The Wine of Astonishment,1.0,E
3010,The Real Life of Alejandro Mayta,1.0,M
3011,The Chronicles of Barsetshire,1.0,A
3012,Odes,1.0,J
3013,The Ballad of Peckham Rye,1.0,M
3014,Swallows and Amazons,1.0,A
3015,Histoire de Babar,1.0,J
3016,The Railway Children,1.0,E
3017,Red Dragon,1.0,T
3018,The Murders in the Rue Morgue,1.0,E
3019,Killshot,1.0,E
3020,The Plantagenet Saga,1.0,J
3021,The Beauty Myth,1.0,N
3022,A Year in Provence,1.0,P
3023,A Child Called 'It' ,1.0,D
3024,Schott's Original Miscellany,1.0,B
3025,A History of the English-Speaking Peoples ,1.0,W
3026,A History of the Crusades,1.0,S
3027,The Anglo-Saxon Chronicle,1.0,U
3028,A People's Tragedy,1.0,O
3029,The Origins of the Second World War,1.0,A
3030,Lives of the Artists,1.0,G
3031,Memoirs of a Fox-Hunting Man,1.0,S
3032,Diaries,1.0,A
3033,"I, Alex Cross",1.0,J
3034,The Coldest Winter Ever,1.0,S
3035,Doña Bárbara,1.0,R
3036,Ghost,1.0,J
3037,Hatchet,1.0,G
3038,The Hunt for Red October,1.0,T
3039,Left Behind,1.0,T
3040,Looking for Alaska,1.0,J
3041,The Mind Invaders,1.0,D
3042,The Notebook,1.0,N
3043,Ready Player One,1.0,E
3044,Swan Song,1.0,R
3045,This Present Darkness,1.0,F
3046,Watchers,1.0,D
3047,The Wheel of Time Series,1.0,R
3048,Where the Red Fern Grows,1.0,W
3049,The Essential Dykes to Watch Out For,1.0,A
3050,American Innovations,1.0,R
3051,The Vegetarian: A Novel,1.0,H
3052,Her Body and Other Parties: Stories,1.0,C
3053,Homesick for Another World,1.0,O
3054,Mislaid,1.0,N
3055,A Canticle for Leibowitz,1.0,W
3056,The Dancing Wu Li Masters,1.0,G
3057,Entropy,1.0,J
3058,Flatland: A Romance of Many Dimensions,1.0,E
3059,Free to Choose: A Personal Statement,1.0,M
3060,How Democracies Perish,1.0,J
3061,"The Road Less Travelled: A New Psychology of Love, Traditional Values and Spiritual Growth",1.0,M
3062,The Proper Study of Mankind,1.0,I
3063,The Principia Mathematica,1.0,A
3064,The Mirror and the Lamp,1.0,M
3065,The Art of the Soluble: Creativity and Originality in Science,1.0,P
3066,A Theory of Justice,1.0,J
3067,Art and Illusion,1.0,E
3068,Principia Ethica,1.0,G
3069,Philosophy and Civilization,1.0,J
3070,On Growth and Form,1.0,D
3071,Ideas and Opinions,1.0,A
3072,Science and Civilisation in China,1.0,J
3073,The Autobiography of Mark Twain,1.0,M
3074,Working,1.0,S
3075,Darkness Visible,1.0,W
3076,In the American Grain,1.0,W
3077,Cadillac Desert,1.0,M
3078,The Sweet Science,1.0,A
3079,Religion And The Rise Of Capitalism,1.0,R
3080,A Preface to Morals,1.0,W
3081,The Gate of Heavenly Peace,1.0,J
3082,The Strange Career of Jim Crow,1.0,C
3083,The Rise of the West,1.0,W
3084,The Gnostic Gospels,1.0,E
3085,Florence Nightingale,1.0,C
3086,Studies in Iconology,1.0,E
3087,The Strange Death of Liberal England,1.0,G
3088,Vermeer,1.0,L
3089,The American Political Tradition,1.0,R
3090,Contours of American History,1.0,W
3091,The Promise of American Life,1.0,H
3092,The Taming of Chance,1.0,I
3093,Operating Instructions,1.0,A
3094,Melbourne,1.0,D
3095,Twilight of the Superheroes,1.0,D
3096,Stranger Things Happen,1.0,K
3097,Anecdotes of Destiny,1.0,I
3098,Tales from the Kathasaritsagara,1.0,S
3099,The Manuscript Found in Saragossa,1.0,J
3100,The Storyteller,1.0,M
3101,At Play in the Fields of the Lord,1.0,P
3102,Under Western Eyes,1.0,J
3103,Far Tortuga,1.0,P
3104,The Iron Heel,1.0,J
3105,Nothing Like the Sun,1.0,A
3106,Beat the Devil,1.0,C
3107,The Indian Lawyer,1.0,J
3108,The White Hotel,1.0,D
3109,The Ordeal of Gilbert Pinfold,1.0,E
3110,Light Years,1.0,J
3111,The Almanac of the Dead,1.0,L
3112,Novel on Yellow Paper,1.0,S
3113,A Feast of Snakes,1.0,H
3114,Vida,1.0,M
3115,A Place of Greater Safety,1.0,H
3116,Animal Dreams,1.0,B
3117,The Mask of Dimitrios,1.0,E
3118,Julian,1.0,G
3119,The Killer Inside Me,1.0,J
3120,An American Dream,1.0,N
3121,If He Hollers Let Him Go,1.0,C
3122,Matterhorn,1.0,K
3123,The Last Good Kiss,1.0,J
3124,Ray,1.0,B
3125,Tripmaster Monkey,1.0,M
3126,The Golden Gate,1.0,V
3127,Gateway,1.0,F
3128,Machine Dreams,1.0,J
3129,Two Serious Ladies,1.0,J
3130,Mr. American,1.0,G
3131,The Dogs of March,1.0,E
3132,The Deceivers,1.0,J
3133,The King Must Die,1.0,M
3134,Sleeping Beauty,1.0,R
3135,The House Of Splendid Isolation,1.0,E
3136,Lucy,1.0,J
