,Title,Listed count
4047,The Beginning of Spring,1.0
4048,The Dyskolos,1.0
4049,Anabasis,1.0
4050,The Histories,1.0
4051,"Catiline's War, The Jugurthine War, Histories",1.0
4052,"Theophrastus: His Psychological, Doxographical, and Scientific Writings",1.0
4053,The Works of Archimedes,1.0
4054,Natural History,1.0
4055,The City of God,1.0
4056,On the Fabric of the Human Body,1.0
4057,An inquiry into the causes and effects of the variolae vaccinae,1.0
4058,"The Influence of Sea Power Upon History, 1660-1783",1.0
4059,English Passengers,1.0
4060,Twelve Bar Blues,1.0
4061,Spies,1.0
4062,Restless,1.0
4063,Day,1.0
4064,The Destiny Waltz,1.0
4065,The Bird of Night,1.0
4066,The Chip Chip Gatherers,1.0
4067,The Sacred and Profane Love Machine,1.0
4068,Docherty,1.0
4069,The Children of Dynmouth,1.0
4070,Injury Time,1.0
4071,Picture Palace,1.0
4072,The Old Jest,1.0
4073,How Far Can You Go?,1.0
4074,Silver City,1.0
4075,Young Shoulders,1.0
4076,Fools of Fortune,1.0
4077,Kruger's Alp,1.0
4078,Elegies,1.0
4079,The Child in Time,1.0
4080,Under the Eye of the Clock,1.0
4081,The Comforts of Madness,1.0
4082,The Chymical Wedding,1.0
4083,Coleridge: Early Visions,1.0
4084,Hopeful Monsters,1.0
4085,The Queen of the Tambourine,1.0
4086,A Life of Picasso,1.0
4087,Poor Things,1.0
4088,Swing Hammer Swing!,1.0
4089,Theory of War,1.0
4090,Felicia's Journey,1.0
4091,Behind of the Scenes at the Museum,1.0
4092,Every Man for Himself,1.0
4093,Quarantine,1.0
4094,Tales from Ovid,1.0
4095,Leading the Cheers,1.0
4096,Music and Silence,1.0
4097,Samuel Pepys: The Unequalled Self,1.0
4098,The Tenderness of Wolves,1.0
4099,The Hand That First Held Mine,1.0
4100,Pure,1.0
4101,A God in Ruins,1.0
4102,The Blue Lotus,1.0
4103,Asterix the Gaul,1.0
4104,The Bald Soprano,1.0
4105,The Abyss,1.0
4106,The Horseman on the Roof,1.0
4107,Thérèse Desqueyroux,1.0
4108,Confusion,1.0
4109,Silence de la Mer,1.0
4110,The Joke,1.0
4111,Aurélien,1.0
4112,The Satin Slipper,1.0
4113,The Resistible Rise of Arturo Ui,1.0
4114,Friday,1.0
4115,Tendrils of Vines,1.0
4116,Capital of Pain,1.0
4117,Martin Eden,1.0
4118,Ballad of the Salt Sea,1.0
4119,Writing Degree Zero,1.0
4120,The Order of Things,1.0
4121,The Wonderful Adventures of Nils,1.0
4122,The Martian Chronicles,1.0
4123,The Interrogation,1.0
4124,Tropisms,1.0
4125,Écrits: The First Complete Edition in English,1.0
4126,The Theater and Its Double,1.0
4127,The General of the Dead Army,1.0
4128,The Strange Case of Peter the Lett,1.0
4129,Furor and Mystery,1.0
4130,No Orchids for Miss Blandish,1.0
4131,Blake and Mortimer,1.0
4132,Second Thoughts,1.0
4133,The Burden of Our Time,1.0
4134,The Rosy Crucifixion,1.0
4135,Amers,1.0
4136,Gaston,1.0
4137,A Personal Matter,1.0
4138,The Eye in the Door,1.0
4139,A Home at the End of the World,1.0
4140,Native American Folktales,1.0
4141,Symposium,1.0
4142,The Three Hundred Tang Poems,1.0
4143,Apu Ollontay,1.0
4144,Hagoromo: A Celestial Robe,1.0
4145,The Works of George Peele,1.0
4146,The life and letters of Benjamin Franklin,1.0
4147,"Boswell's London Journal, 1762-1763",1.0
4148,"Foliage: Or, Poems Original and Translated",1.0
4149,Le Bateau Ivre,1.0
4150,"The Hunting of the Snark: An Agony, in Eight Fits",1.0
4151,The Hasheesh Eater,1.0
4152,"Struwwelpeter, Or, Merry Rhymes and Funny Pictures...",1.0
4153,Christina Rossetti: The Complete Poems,1.0
4154,An Occurrence at Owl Creek Bridge,1.0
4155,The Voyage Out,1.0
4156,The Collected Poems of Langston Hughes,1.0
4157,Last Exit to Brooklyn,1.0
4158,Best Science Fiction Stories of H. G. Wells,1.0
4159,Collected Short Stories of Saki,1.0
4160,The Collected Short Stories of Maxim Gorky,1.0
4161,If: A Father's Advice to His Son,1.0
4162,The Complete Short Stories of Jack London,1.0
4163,Collected Poems 1912-1944,1.0
4164,The Collected Works,1.0
4165,Cheri,1.0
4166,The Complete Stories,1.0
4167,Black Elk Speaks,1.0
4168,Selected Poems of Gabriela Mistral,1.0
4169,"The Diary of Anais Nin, 1931-1934",1.0
4170,Wild at Heart: The Story of Sailor and Lula,1.0
4171,Einstein's Dreams,1.0
4172,The Public Burning,1.0
4173,The Soft Machine,1.0
4174,Nova Express,1.0
4175,The Ticket That Exploded,1.0
4176,Take It Or Leave It,1.0
4177,The Rifles,1.0
4178,Dhalgren,1.0
4179,The Stain: A Novel,1.0
4180,Entering Fire,1.0
4181,The Fountains of Neptune,1.0
4182,The Jade Cabinet,1.0
4183,Count Zero,1.0
4184,Mona Lisa Overdrive,1.0
4185,Lookout cartridge,1.0
4186,Genoa: a telling of wonders,1.0
4187,Double Or Nothing,1.0
4188,The Cannibal: Novel,1.0
4189,Always Coming Home,1.0
4190,Riddley Walker,1.0
4191,Go in Beauty,1.0
4192,The Bronc People,1.0
4193,Portrait of an Artist with 26 Horses,1.0
4194,The Franchiser,1.0
4195,Skinny Legs and All,1.0
4196,The Age of Wire and String,1.0
4197,Tlooth,1.0
4198,The Shadow of the Torturer,1.0
4199,The Claw Of The Conciliator,1.0
4200,The Sword of the Lictor,1.0
4201,The Citadel of the Autarch,1.0
4202,Legs,1.0
4203,Billy Phelan's Greatest Game,1.0
4204,The Tunnel,1.0
4205,Omensetter's Luck,1.0
4206,Darconville's Cat,1.0
4207,Up,1.0
4208,Yellow Back Radio Broke-Down,1.0
4209,You Bright and Risen Angels,1.0
4210,The Universal Baseball Association,1.0
4211,Creamy and Delicious,1.0
4212,More Than Human,1.0
4213,Mulligan Stew,1.0
4214,Easy Travel to Other Planets,1.0
4215,Tours of the Black Clock,1.0
4216,In Memoriam to Identity,1.0
4217,Hogg,1.0
4218,Nothing to be Frightened Of,1.0
4219,Recollected Essays,1.0
4220,Little Wilson and Big God,1.0
4221,The Water Is Wide,1.0
4222,The Solace of Open Spaces,1.0
4223,The Immense Journey,1.0
4224,Crazy Salad: Some Things about Women,1.0
4225,Snobbery: The American Version,1.0
4226,Great Plains,1.0
4227,Ever Since Darwin: Reflections in Natural History,1.0
4228,A Drinking Life: A Memoir,1.0
4229,The Edward Hoagland Reader,1.0
4230,The True Believer,1.0
4231,Farewell to Manzanar,1.0
4232,The Big Sea,1.0
4233,Collected essays,1.0
4234,Reliable Essays: The Best of Clive James,1.0
4235,A Walker in the City,1.0
4236,House,1.0
4237,Blue Highways: A Journey into America,1.0
4238,Enthusiasms,1.0
4239,Masscult and Midcult: Essays Against the American Grain,1.0
4240,Coming into the Country,1.0
4241,Whoredom in Kimmage,1.0
4242,Mencken Chrestomathy,1.0
4243,The Names,1.0
4244,Parliament of Whores,1.0
4245,My Kind of Place,1.0
4246,Metaphors of Memory,1.0
4247,Hunger of Memory,1.0
4248,Picture,1.0
4249,Taking the World in for Repairs,1.0
4250,Changing My Mind: Occasional Essays,1.0
4251,My Life and Hard Times,1.0
4252,Self-Consciousness,1.0
4253,The Wordy Shipmates,1.0
4254,In Search of Our Mothers' Gardens: Prose,1.0
4255,One Man's Meat,1.0
4256,Survival In Auschwitz,1.0
4257,Titus Alone,1.0
4258,An Evil Cradling,1.0
4259,African Stories,1.0
4260,Race Matters,1.0
4261,The Collected Poems of Audre Lorde,1.0
4262,The Complete Poems of Marianne Moore,1.0
4263,For the Union Dead,1.0
4264,On the Bus with Rosa Parks,1.0
4265,"Poems: Selected and New, 1950-1974",1.0
4266,Cod: A Biography of the Fish that Changed the World,1.0
4267,Coming of Age in the Milky Way,1.0
4268,"Memories, Dreams, Reflections",1.0
4269,This Hallowed Ground,1.0
4270,Awakenings,1.0
4271,The Female Eunuch,1.0
4272,Awopbopaloobop Alopbamboom: The Golden Age of Rock,1.0
4273,Ariel,1.0
4274,Grief Observed,1.0
4275,The Uses of Literacy,1.0
4276,The Nude: A Study in Ideal Form,1.0
4277,A Book of Mediterranean Food,1.0
4278,The Great Tradition,1.0
4279,The Last Days of Hitler,1.0
4280,How to Cook a Wolf,1.0
4281,Enemies of Promise,1.0
4282,The Road to Wigan Pier,1.0
4283,My Early Life,1.0
4284,The Economic Consequences of the Peace,1.0
4285,De Profundis,1.0
4286,Brief Lives,1.0
4287,Personal Memoirs of Ulysses S. Grant,1.0
4288,Travels with a Donkey in the Cévennes,1.0
4289,Culture and Anarchy,1.0
4290,Wonderful Adventures of Mrs. Seacole in Many Lands: Top Crime Story,1.0
4291,Thesaurus of English Words and Phrases,1.0
4292,London Labour and the London Poor,1.0
4293,Household Education,1.0
4294,Domestic Manners of the Americans,1.0
4295,Webster's Dictionary,1.0
4296,Confessions of an English Opium-Eater,1.0
4297,Tales from Shakespeare,1.0
4298,The Natural History and Antiquities of Selborne,1.0
4299,The Diary of Fanny Burney,1.0
4300,A tour thro' the whole island of Great Britain,1.0
4301,Book of Common Prayer,1.0
4302,The Diary of Samuel Pepys,1.0
4303,"Hydriotaphia, Urn Burial",1.0
4304,Devotions upon Emergent Occasions,1.0
4305,The Anatomy of Melancholy,1.0
4306,The History of the World,1.0
4307,The Mind of the South,1.0
4308,Killers of the Dream,1.0
4309,North Toward Home,1.0
4310,Mystery and Manners,1.0
4311,Incidents in the Life of a Slave Girl,1.0
4312,Lanterns on the Levee,1.0
4313,Salvation on Sand Mountain,1.0
4314,I'll Take My Stand,1.0
4315,The Message In the Bottle,1.0
4316,The Burder of Southern History,1.0
4317,The Earl of Louisiana,1.0
4318,Origins of the New South,1.0
4319,Beelzebub's Tales to His Grandson,1.0
4320,The Logic of Scientific Discovery,1.0
4321,Psychological Types,1.0
4322,The Mind and Society,1.0
4323,Treatise on Electricity and Magnetism,1.0
4324,Experiments on Plant Hybridization,1.0
4325,First Principles,1.0
4326,The Course in Positive Philosophy,1.0
4327,Avesta,1.0
4328,Dhammapada,1.0
4329,Allegorical Expositions of the Holy Laws,1.0
4330,Gospel of Truth,1.0
4331,Outlines of Pyrrhonism,1.0
4332,The Guide for the Perplexed,1.0
4333,Kabbalah,1.0
4334,On the Babylonian Captivity of the Church,1.0
4335,Novum Organum,1.0
4336,Works of Gottfried Wilhelm Leibniz,1.0
4337,A Treatise Concerning the Principles of Human Knowledge,1.0
4338,The New Science,1.0
4339,Enquiry Concerning Political Justice,1.0
4340,Phenomenology of Mind,1.0
4341,The Blazing World,1.0
4342,The Book of Strange New Things,1.0
4343,"Invisible Man, Got the Whole World Watching",1.0
4344,The Empathy Exams: Essays,1.0
4345,The Lost City of Z,1.0
4346,The Faraway Nearby,1.0
4347,Just Mercy,1.0
4348,I Loved You More,1.0
4349,The Invented Part,1.0
4350,March: Book One,1.0
4351,War Is a Force that Gives Us Meaning,1.0
4352,The Yiddish Policemen's Union,1.0
4353,Commonwealth,1.0
4354,Anything Is Possible,1.0
4355,The Interestings,1.0
4356,My Year of Rest and Relaxation,1.0
4357,Circe,1.0
4358,Swamplandia!,1.0
4359,The Leavers,1.0
4360,The Way of Kings,1.0
4361,Wolf in White Van,1.0
4362,The Water Dancer,1.0
4363,The Night Circus,1.0
4364,Swing Time,1.0
4365,The Wise Man's Fear,1.0
4366,The Destroyers,1.0
4367,"Boy, Snow, Bird",1.0
4368,The Lesser Bohemians,1.0
4369,Red at the Bone,1.0
4370,Eileen,1.0
4371,The Poppy War,1.0
4372,The Incendiaries,1.0
4373,Bowlaway,1.0
4374,An Absolutely Remarkable Thing,1.0
4375,The Twelve Lives of Samuel Hawley,1.0
4376,Who Fears Death,1.0
4377,An Untamed State,1.0
4378,The Ocean at the End of the Lane,1.0
4379,Sudden Death,1.0
4380,Flight Behavior,1.0
4381,Study of Organic Inferiority and Its Physical Compensation: A Contribution to Clinical Medicine,1.0
4382,Philosophy of Modern Music,1.0
4383,Patterns of Culture,1.0
4384,The Engineering of Consent,1.0
4385,"Our Bodies, Ourselves",1.0
4386,Looking at Dance,1.0
4387,The School and the Child,1.0
4388,The Masters and the Slaves,1.0
4389,In the Shadow of Man,1.0
4390,Creatures that Once Were Men,1.0
4391,"Men are from Mars, Women are from Venus",1.0
4392,Art and Culture: Critical Essays,1.0
4393,Uncertainty Principle,1.0
4394,Reflections from Captivity,1.0
4395,Encyclicals of Pope John XXIII,1.0
4396,Psychology of the Unconscious,1.0
4397,Sexual Behavior in the Human Male,1.0
4398,The Raw and the Cooked,1.0
4399,On Aggression,1.0
4400,Motivation and Personality,1.0
4401,The Power Elite,1.0
4402,A Critique of the Theory of Evolution,1.0
4403,The Montessori Method,1.0
4404,Conditioned Reflexes,1.0
4405,Judgement and Reasoning in the Child,1.0
4406,Function of the Orgasm,1.0
4407,How the Other Half Lives,1.0
4408,Intelligent Life in the Universe,1.0
4409,Happiness in Marriage,1.0
4410,Decline of the West,1.0
4411,The History of the Standard Oil Company,1.0
4412,Theory of Games and Economic Behavior,1.0
4413,AA Big Book,1.0
4414,Behaviorism,1.0
